"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AC108479.3",0.0549539672390488,-0.170766394587068,1.49205465163034,-0.114450495764665,0.908880687103717,NA
"KRCC1",11.9919386556729,0.116587671066552,0.117755333807383,0.990083992774881,0.32213306668109,0.999981087338227
"SMYD1",0,NA,NA,NA,NA,NA
"FABP1",0.376910428795723,-3.25143757075336,1.17131468620406,-2.77588730769734,0.00550512862217903,0.695323928474466
"THNSL2",0.0409544954385997,0.307875490328571,1.4973612035827,0.20561203909379,0.837093972624788,NA
"FOXI3",0,NA,NA,NA,NA,NA
"TEX37",0,NA,NA,NA,NA,NA
"AC104134.1",0.837038331053439,-0.0905218226647086,0.374972247317569,-0.241409393127818,0.809237833347807,0.999981087338227
"EIF2AK3",14.297953239732,-0.165674579681487,0.135902488547801,-1.21906950676046,0.222817812388892,0.999981087338227
"EIF2AK3-DT",0.876598226757419,-0.643802882933974,0.386521383790411,-1.66563328688451,0.0957864769870866,0.999981087338227
"AC062029.1",0.154211159535752,0.108432860972673,1.12270396156285,0.0965818814977098,0.923058445688237,0.999981087338227
"RPIA",12.2778148841839,0.0905903117540696,0.109899011380458,0.824305065315427,0.409766241210341,0.999981087338227
"IGKC",6.11419370083853,-2.11347199931408,0.685116371556818,-3.08483651399477,0.00203664068860621,0.462543729723455
"IGKJ5",0,NA,NA,NA,NA,NA
"IGKJ4",0,NA,NA,NA,NA,NA
"IGKJ3",0,NA,NA,NA,NA,NA
"IGKJ2",0,NA,NA,NA,NA,NA
"IGKJ1",0,NA,NA,NA,NA,NA
"IGKV4-1",6.61150202653785,-1.71675823788638,1.47355473748247,-1.16504544705235,0.244000597125489,0.999981087338227
"IGKV5-2",0,NA,NA,NA,NA,NA
"IGKV7-3",0,NA,NA,NA,NA,NA
"IGKV2-4",0,NA,NA,NA,NA,NA
"IGKV1-5",7.89239819406673,-4.11106592125475,1.47474839563323,-2.78763884973717,0.00530936963320356,0.695323928474466
"IGKV1-6",0,NA,NA,NA,NA,NA
"IGKV3-7",0,NA,NA,NA,NA,NA
"IGKV1-8",0,NA,NA,NA,NA,NA
"IGKV1-9",0.246589733292481,-0.402198623026317,1.48550429373038,-0.270748879504295,0.786584179933822,0.999981087338227
"IGKV2-10",0,NA,NA,NA,NA,NA
"IGKV3-11",4.21892380633052,-3.81752167724617,1.47615704583898,-2.58612163794297,0.00970626702421456,0.855530166097541
"IGKV1-12",0.0196225246167212,-0.0920818839399411,1.49511767281017,-0.0615883857267684,0.950890626231673,NA
"IGKV1-13",0,NA,NA,NA,NA,NA
"IGKV2-14",0,NA,NA,NA,NA,NA
"IGKV3-15",4.92021088876641,-3.79199460922797,1.47535926937352,-2.57021776861046,0.0101634603628216,0.865588040900307
"IGKV1-16",0.221690853711497,-0.38497024886483,1.48595937798571,-0.259071852547326,0.795579801958901,0.999981087338227
"IGKV1-17",0.19397949699756,-0.35831590717395,1.48654061204037,-0.241040106319153,0.809524032399435,0.999981087338227
"IGKV2-18",0,NA,NA,NA,NA,NA
"IGKV2-19",0,NA,NA,NA,NA,NA
"IGKV3-20",5.22329375996107,-2.14256578207738,1.233401171643,-1.73711995037535,0.0823660005946302,0.999981087338227
"IGKV6-21",0,NA,NA,NA,NA,NA
"IGKV1-22",0,NA,NA,NA,NA,NA
"IGKV2-23",0,NA,NA,NA,NA,NA
"IGKV2-24",1.45561738739593,-20.7589803825281,1.4855787781071,-13.9736651387676,2.25705805114132e-44,9.22685331306572e-41
"IGKV3-25",0,NA,NA,NA,NA,NA
"IGKV2-26",0,NA,NA,NA,NA,NA
"IGKV1-27",0.105863082719704,-0.731649930439643,1.48861321482297,-0.491497672568122,0.623074497841101,NA
"IGKV2-28",0,NA,NA,NA,NA,NA
"IGKV2-29",0,NA,NA,NA,NA,NA
"IGKV2-30",0.133543050047548,-0.144783664909042,1.22298473208915,-0.118385504831051,0.905762210478522,0.999981087338227
"IGKV3-31",0,NA,NA,NA,NA,NA
"IGKV1-32",0,NA,NA,NA,NA,NA
"IGKV1-33",0,NA,NA,NA,NA,NA
"IGKV3-34",0,NA,NA,NA,NA,NA
"IGKV1-35",0,NA,NA,NA,NA,NA
"IGKV2-36",0,NA,NA,NA,NA,NA
"IGKV1-37",0,NA,NA,NA,NA,NA
"IGKV2-38",0,NA,NA,NA,NA,NA
"IGKV1-39",0,NA,NA,NA,NA,NA
"IGKV2-40",0,NA,NA,NA,NA,NA
"IGKV2D-40",0,NA,NA,NA,NA,NA
"IGKV1D-39",0,NA,NA,NA,NA,NA
"IGKV2D-38",0,NA,NA,NA,NA,NA
"IGKV1D-37",0,NA,NA,NA,NA,NA
"IGKV2D-36",0,NA,NA,NA,NA,NA
"IGKV1D-35",0,NA,NA,NA,NA,NA
"IGKV3D-34",0,NA,NA,NA,NA,NA
"IGKV1D-33",0,NA,NA,NA,NA,NA
"IGKV1D-32",0,NA,NA,NA,NA,NA
"IGKV3D-31",0,NA,NA,NA,NA,NA
"IGKV2D-30",0,NA,NA,NA,NA,NA
"IGKV2D-29",0.0264657706799261,-0.371313570540621,1.49181407622219,-0.248900701809249,0.803437592413941,NA
"IGKV2D-28",0.181020071388255,-0.832216117388191,1.35594932911376,-0.613751634754758,0.539379461885385,0.999981087338227
"IGKV1D-27",0,NA,NA,NA,NA,NA
"IGKV2D-26",0,NA,NA,NA,NA,NA
"IGKV3D-25",0,NA,NA,NA,NA,NA
"IGKV2D-24",0,NA,NA,NA,NA,NA
"IGKV2D-23",0,NA,NA,NA,NA,NA
"IGKV1D-22",0,NA,NA,NA,NA,NA
"IGKV6D-21",0,NA,NA,NA,NA,NA
"IGKV3D-20",0.130713881599738,-0.150152821659255,1.49286241714911,-0.100580482122391,0.919883491132761,0.999981087338227
"IGKV2D-19",0,NA,NA,NA,NA,NA
"IGKV2D-18",0,NA,NA,NA,NA,NA
"IGKV6D-41",0,NA,NA,NA,NA,NA
"IGKV1D-17",0,NA,NA,NA,NA,NA
"IGKV1D-16",0,NA,NA,NA,NA,NA
"IGKV3D-15",0.0264657706799261,-0.371313570540621,1.49181407622219,-0.248900701809249,0.803437592413941,NA
"IGKV2D-14",0,NA,NA,NA,NA,NA
"IGKV1D-13",0,NA,NA,NA,NA,NA
"IGKV1D-12",0,NA,NA,NA,NA,NA
"IGKV3D-11",0,NA,NA,NA,NA,NA
"IGKV2D-10",0,NA,NA,NA,NA,NA
"IGKV1D-42",0,NA,NA,NA,NA,NA
"IGKV1D-43",0,NA,NA,NA,NA,NA
"IGKV1D-8",0,NA,NA,NA,NA,NA
"IGKV3D-7",0,NA,NA,NA,NA,NA
"IGKV1OR2-118",0,NA,NA,NA,NA,NA
"AC233263.6",0,NA,NA,NA,NA,NA
"AC233266.2",0,NA,NA,NA,NA,NA
"AC027612.5",0,NA,NA,NA,NA,NA
"IGKV1OR2-1",0,NA,NA,NA,NA,NA
"AL845331.2",0,NA,NA,NA,NA,NA
"TEKT4",0,NA,NA,NA,NA,NA
"AC103563.7",0.0280009434943554,-0.0921192334148848,1.49511643058734,-0.0616134178785639,0.950870691323346,NA
"MAL",1.18415345032275,-0.849320814614039,0.511234267286938,-1.66131433074955,0.0966503333264767,0.999981087338227
"AC103563.2",0,NA,NA,NA,NA,NA
"AC103563.9",0.0379357732855707,-0.0921192334148848,1.49511643058734,-0.0616134178785639,0.950870691323346,NA
"MRPS5",11.3963235807161,0.104695101886814,0.170145285931126,0.615327667257228,0.538338349538141,0.999981087338227
"ZNF514",0.888020065336047,0.11112247899353,0.352765912774437,0.315003448376212,0.752759035633672,0.999981087338227
"ZNF2",0.59812315960124,0.287267160016709,0.379880517037418,0.75620398291817,0.449526905152349,0.999981087338227
"AC092835.1",0.872096531627343,0.124821176803218,0.368898902314978,0.33836147524408,0.735090802072271,0.999981087338227
"PROM2",0.0264657706799261,-0.371313570540621,1.49181407622219,-0.248900701809249,0.803437592413941,NA
"KCNIP3",0,NA,NA,NA,NA,NA
"FAHD2A",2.60318487038952,-0.0831594986997476,0.195574066821993,-0.425207186469347,0.670685645823719,0.999981087338227
"TRIM43B",0,NA,NA,NA,NA,NA
"AC009237.14",0.0264657706799261,-0.371313570540621,1.49181407622219,-0.248900701809249,0.803437592413941,NA
"AC009237.15",0,NA,NA,NA,NA,NA
"TRIM43",0,NA,NA,NA,NA,NA
"AC008268.1",0,NA,NA,NA,NA,NA
"LINC00342",7.49599968444129,-0.0819786115553663,0.174341014836177,-0.470219882753344,0.638197930307451,0.999981087338227
"ANKRD36C",10.0664687481867,0.0245674349877758,0.115883963451277,0.212000299749025,0.83210680047191,0.999981087338227
"GPAT2",0.500206076008113,0.378099071016927,0.433898021737638,0.871400771782154,0.383535364541548,0.999981087338227
"ADRA2B",2.49789146003758,-0.308922237602298,0.274654780295879,-1.12476555940335,0.260688392349268,0.999981087338227
"ASTL",6.94430199176711,-0.420845311604688,0.254897264430572,-1.65103894914226,0.0987306220275635,0.999981087338227
"DUSP2",451.253473124106,-0.131265269963977,0.169447218546855,-0.77466759908886,0.438536101492224,0.999981087338227
"AC012307.1",2.19153281785328,0.279246598845038,0.279104925552182,1.00050759868381,0.317064922165648,0.999981087338227
"STARD7",20.0105719391267,-0.0159356998829607,0.110834500225688,-0.143779237065277,0.885674798923741,0.999981087338227
"STARD7-AS1",0.964682813421779,-0.058826944962884,0.343410721005577,-0.171302004755782,0.863986304197114,0.999981087338227
"TMEM127",6.10135026010501,-0.0566215260987433,0.137928516574152,-0.410513558074142,0.681429259851669,0.999981087338227
"CIAO1",15.4901800453998,-0.0446012684629217,0.0978917813238193,-0.455618110731724,0.648664617457135,0.999981087338227
"SNRNP200",19.7134469609073,-0.101116405847658,0.0820599387744332,-1.23222619170613,0.217864601975867,0.999981087338227
"AC021188.1",1.43972267403628,-0.0860941983730226,0.273463707432684,-0.314828608085831,0.752891789332736,0.999981087338227
"ITPRIPL1",3.13483302329081,-0.20707735070417,0.19575105366601,-1.05786072067579,0.290118945061512,0.999981087338227
"NCAPH",0.587857540239675,-0.43807500873405,0.415896981964934,-1.05332576991623,0.292191712043925,0.999981087338227
"NEURL3",0.0264657706799261,-0.371313570540621,1.49181407622219,-0.248900701809249,0.803437592413941,NA
"AC013270.1",0.134227407448001,0.160822029542026,0.820991816126511,0.195887494105355,0.844698225898789,0.999981087338227
"ARID5A",26.4981237076458,0.0137700097391498,0.0973528745107125,0.141444305659763,0.887518955218674,0.999981087338227
"KANSL3",5.02202185552957,0.00755383874058739,0.149052835674631,0.0506789334560314,0.959581363740602,0.999981087338227
"FER1L5",0.0543499742854793,-0.139229787639273,1.49387567834031,-0.0932003845152343,0.925744368921343,NA
"LMAN2L",1.4664546468222,0.419386939887138,0.298122256074573,1.40676159307687,0.159498094803683,0.999981087338227
"CNNM4",4.61178955725141,-0.110977784013267,0.179596751759354,-0.617927567877001,0.536623085744095,0.999981087338227
"CNNM3-DT",0,NA,NA,NA,NA,NA
"CNNM3",4.09927659284403,-0.0139626689911658,0.174668746372402,-0.0799379928072347,0.936286572610457,0.999981087338227
"ANKRD23",0.69655605488117,-0.0224656540131861,0.365607131166471,-0.0614475268617146,0.951002802880345,0.999981087338227
"ANKRD39",4.57938003838378,-0.0340105717477012,0.164343425305089,-0.206948173829063,0.836050333509428,0.999981087338227
"SEMA4C",2.07735324463153,-0.382666339536192,0.218664483251374,-1.75001597811513,0.0801155566683143,0.999981087338227
"FAM178B",0.096946129042611,-0.353112523745151,1.2554091649196,-0.281272857975166,0.778501126496574,NA
"AC092636.1",0,NA,NA,NA,NA,NA
"IGKV2OR2-1",0,NA,NA,NA,NA,NA
"IGKV2OR2-2",0,NA,NA,NA,NA,NA
"IGKV1OR2-3",0,NA,NA,NA,NA,NA
"FAHD2B",2.71088072339048,-0.0734777013784839,0.211730322850533,-0.347034380287391,0.728565490193657,0.999981087338227
"ANKRD36",11.4197339917078,0.0223617306476082,0.109882437449954,0.203505957517487,0.838739589685092,0.999981087338227
"AC159540.2",0.443605807939634,0.029532885494486,0.474722623106604,0.0622108238727314,0.950394942983473,0.999981087338227
"AC159540.1",0,NA,NA,NA,NA,NA
"IGKV1OR2-9",0,NA,NA,NA,NA,NA
"IGKV2OR2-10",0,NA,NA,NA,NA,NA
"IGKV2OR2-7D",0,NA,NA,NA,NA,NA
"IGKV3OR2-5",0,NA,NA,NA,NA,NA
"IGKV1OR2-6",0,NA,NA,NA,NA,NA
"IGKV2OR2-7",0,NA,NA,NA,NA,NA
"IGKV2OR2-8",0,NA,NA,NA,NA,NA
"IGKV1OR2-11",0,NA,NA,NA,NA,NA
"AC092683.1",3.60426428565593,-0.0287826911707204,0.214934229438163,-0.133913947750241,0.893470620920377,0.999981087338227
"AC092683.2",0,NA,NA,NA,NA,NA
"ANKRD36B",6.68867257719821,-0.132262546333079,0.145233453179332,-0.910689262271852,0.362459123349545,0.999981087338227
"AC017099.2",0,NA,NA,NA,NA,NA
"COX5B",40.9740470265072,-0.0869114601767493,0.0713914267395103,-1.21739351832634,0.223454527980625,0.999981087338227
"ACTR1B",7.51325413671286,0.137728846003634,0.139589785831592,0.986668510042681,0.323805172277485,0.999981087338227
"C2orf92",1.42733640263971,-0.437727111910028,0.38900664620643,-1.12524327329293,0.260485960521391,0.999981087338227
"ZAP70",44.8350554297134,0.0473900453553285,0.0610428857653379,0.776340187085946,0.437548150729193,0.999981087338227
"TMEM131",14.4689441906168,-0.0363804844368141,0.0905637495316987,-0.401711331795957,0.687896483909351,0.999981087338227
"VWA3B",0,NA,NA,NA,NA,NA
"AC092675.1",0,NA,NA,NA,NA,NA
"CNGA3",0,NA,NA,NA,NA,NA
"AC092675.2",0,NA,NA,NA,NA,NA
"INPP4A",27.8601355721384,-0.0696863909353777,0.0933693859861273,-0.746351603358852,0.455455046489572,0.999981087338227
"COA5",5.55459000602998,0.193179799603933,0.142354601889005,1.3570323476761,0.174770932529435,0.999981087338227
"UNC50",8.45088498620733,-0.0558430991950129,0.135975786302368,-0.41068414247545,0.681304156133951,0.999981087338227
"MGAT4A",33.264107346339,0.0532973862894656,0.105068855460264,0.5072615101401,0.611971341279694,0.999981087338227
"LINC02611",1.31985538128204,0.811949066447762,0.371709435407351,2.18436496119061,0.028935440789983,0.999981087338227
"KIAA1211L",1.0226320692584,0.163835402680204,0.427657654706485,0.383099427491014,0.701646044105288,0.999981087338227
"TSGA10",3.89625627936178,0.100429857651978,0.176807383886188,0.568018458531265,0.570022434274654,0.999981087338227
"C2orf15",0.0371320675091254,-0.135072507222569,1.49348595496958,-0.0904410963980708,0.927936700283439,NA
"AC079447.1",1.51969805013226,0.238069636843554,0.254951282261971,0.933784818540077,0.350414902163522,0.999981087338227
"LIPT1",1.43591347705571,0.219882041789413,0.278603871575373,0.78922823486294,0.429978622384029,0.999981087338227
"MITD1",8.28993207463012,-0.0561395305870556,0.146056122529031,-0.384369580781503,0.700704543135124,0.999981087338227
"MRPL30",0.99210096682754,-0.0509904587097025,0.319575168907382,-0.15955701090306,0.873230045352416,0.999981087338227
"LYG2",0,NA,NA,NA,NA,NA
"LYG1",0.183001425179785,0.145769304964267,0.790119989365781,0.184490086222567,0.853629003723269,0.999981087338227
"TXNDC9",7.759336708508,0.0837397177795353,0.12628595434929,0.663096052217514,0.507269038878343,0.999981087338227
"EIF5B",29.3264900925195,-0.0364647686914107,0.0786467745276606,-0.46365243724758,0.642896778899411,0.999981087338227
"REV1",7.85791337972986,-0.0702924461304918,0.120669885055493,-0.582518547176588,0.560217452276262,0.999981087338227
"AC018690.1",0.261871324924916,0.354008659786058,0.724766102782121,0.488445387314809,0.625234399896033,0.999981087338227
"AFF3",23.2174308932576,-0.191470176568722,0.149924211396792,-1.27711311458543,0.201562315451011,0.999981087338227
"AC092667.1",0.251014504573808,-0.178756647356277,0.589191163579438,-0.303393293053309,0.76159015632878,0.999981087338227
"LINC01104",0.566496579655356,0.421316769417629,0.430537458728332,0.978583305299526,0.327785911486071,0.999981087338227
"LONRF2",0.171399668438066,-0.202954288274402,0.931083616962691,-0.217976435818368,0.827447471474605,0.999981087338227
"CHST10",1.04721139909782,0.102809991116359,0.368725370159735,0.278825379093989,0.780378836835182,0.999981087338227
"NMS",0,NA,NA,NA,NA,NA
"PDCL3",25.5209706946512,0.149498560557137,0.193735673784069,0.771662531928749,0.440314327609265,0.999981087338227
"LINC01849",0,NA,NA,NA,NA,NA
"AC092845.1",0,NA,NA,NA,NA,NA
"LINC01868",0,NA,NA,NA,NA,NA
"AC092168.1",0,NA,NA,NA,NA,NA
"AC092168.3",0,NA,NA,NA,NA,NA
"NPAS2",1.28455653934292,0.0369549820555818,0.35993715233613,0.102670651850552,0.918224366951322,0.999981087338227
"AC092168.2",0,NA,NA,NA,NA,NA
"AC016738.2",0.013232885339963,-0.245311124044402,1.49348411249627,-0.164254257539024,0.869530989730175,NA
"AC016738.1",0,NA,NA,NA,NA,NA
"RPL31",210.994666888434,0.145528670544156,0.0550363721201103,2.64422717083454,0.00818776839523064,0.799653349012199
"TBC1D8",5.6563126151346,-0.0592440116433865,0.241289860845361,-0.245530464627998,0.806045722579164,0.999981087338227
"TBC1D8-AS1",0.0309808095010958,0.11675989932952,1.49644504378509,0.0780248495021169,0.93780828620122,NA
"CNOT11",6.75374622572856,0.0357640740128278,0.135178816563347,0.264568627852042,0.791341790483057,0.999981087338227
"RNF149",46.3882507350757,-0.0683061355288529,0.072748521427681,-0.938935035219318,0.347764099881113,0.999981087338227
"CREG2",0,NA,NA,NA,NA,NA
"RFX8",0.0264657706799261,-0.371313570540621,1.49181407622219,-0.248900701809249,0.803437592413941,NA
"LINC01870",0,NA,NA,NA,NA,NA
"AC093894.1",0,NA,NA,NA,NA,NA
"AC093894.2",0,NA,NA,NA,NA,NA
"MAP4K4",20.8182877514802,-0.214406311700321,0.0831613071071608,-2.57819795237272,0.00993170850042019,0.855530166097541
"LINC01127",0.0185660337545627,-0.0895157224541425,1.4952028993073,-0.0598686121432842,0.952260278917815,NA
"IL1R2",0.920472699543445,-1.45530760865522,0.553139756200119,-2.63099441387594,0.00851354353417918,0.812139099836832
"AC007271.1",0.433241955905247,-0.818330649545046,0.744474148250736,-1.09920626722613,0.271678105700282,0.999981087338227
"IL1R1",1.95353709904769,-0.233968627334468,0.384735888298546,-0.608127898775364,0.543102650033088,0.999981087338227
"IL1R1-AS1",0,NA,NA,NA,NA,NA
"IL1RL2",0.219306411537926,-0.177068055297608,0.866345353204918,-0.204385069582899,0.838052596679049,0.999981087338227
"IL1RL1",0.747363122868736,-0.793249195358226,0.413032536112279,-1.92054893017578,0.0547885988523489,0.999981087338227
"IL18R1",15.9764502989442,0.0373853216355966,0.0986400443913809,0.379007550800163,0.704682256705951,0.999981087338227
"IL18RAP",17.6445320584492,0.0435206533101656,0.12528925495737,0.347361418383193,0.728319814556481,0.999981087338227
"AC007278.2",0.0691180324398717,0.0642972642917168,1.49362217485974,0.0430478774176975,0.965663368542116,NA
"AC007278.1",0.195817689883087,-0.130858689153202,0.666917961687342,-0.19621407230077,0.844442614043342,0.999981087338227
"SLC9A4",0.0185660337545627,-0.0895157224541425,1.4952028993073,-0.0598686121432842,0.952260278917815,NA
"SLC9A2",0,NA,NA,NA,NA,NA
"MFSD9",1.51200540808022,-0.228463412567322,0.264635301956721,-0.863314194584231,0.387964741894084,0.999981087338227
"TMEM182",1.69979941841911,0.144583737579061,0.309684388427027,0.466874479251092,0.640589685215806,0.999981087338227
"LINC01796",0.0175644425023846,0.225680964124889,1.4983180824616,0.150622866243538,0.88027322252905,NA
"LINC01935",0,NA,NA,NA,NA,NA
"AC108051.1",0,NA,NA,NA,NA,NA
"AC073987.1",0,NA,NA,NA,NA,NA
"AC011593.1",0,NA,NA,NA,NA,NA
"AC013727.1",0,NA,NA,NA,NA,NA
"AC013727.2",0,NA,NA,NA,NA,NA
"LINC01965",0,NA,NA,NA,NA,NA
"AC096554.1",0,NA,NA,NA,NA,NA
"AC068535.1",0,NA,NA,NA,NA,NA
"LINC01831",0,NA,NA,NA,NA,NA
"AC068535.2",0,NA,NA,NA,NA,NA
"LINC01102",0,NA,NA,NA,NA,NA
"LINC01103",0,NA,NA,NA,NA,NA
"AC013402.2",0,NA,NA,NA,NA,NA
"AC013402.3",0,NA,NA,NA,NA,NA
"PANTR1",0.0205491444410401,-0.0921192334148848,1.49511643058734,-0.0616134178785639,0.950870691323346,NA
"AC013402.1",0,NA,NA,NA,NA,NA
"AC068057.1",0,NA,NA,NA,NA,NA
"LINC01114",0,NA,NA,NA,NA,NA
"AC018730.1",0,NA,NA,NA,NA,NA
"POU3F3",0,NA,NA,NA,NA,NA
"LINC01159",0,NA,NA,NA,NA,NA
"AC010884.2",0,NA,NA,NA,NA,NA
"AC010884.1",0.331094834262312,-0.0326970618486196,0.55988807117947,-0.0583992828776283,0.953430585979938,0.999981087338227
"MRPS9",5.27063323141649,0.0521431506613315,0.161653274991805,0.322561671973395,0.747027224629917,0.999981087338227
"AC104655.1",0,NA,NA,NA,NA,NA
"LINC01918",0.0280009434943554,-0.0921192334148848,1.49511643058734,-0.0616134178785639,0.950870691323346,NA
"GPR45",0,NA,NA,NA,NA,NA
"AC012360.2",0,NA,NA,NA,NA,NA
"TGFBRAP1",4.76567186370711,-0.103340549107362,0.142823367360869,-0.723554912735352,0.469339030155972,0.999981087338227
"AC012360.1",0.565267112198822,0.225844822204096,0.444974603162661,0.507545420792339,0.611772175191565,0.999981087338227
"AC012360.3",2.60640365756588,0.386408579947935,0.219868051761882,1.7574566966483,0.0788399966833317,0.999981087338227
"C2orf49",3.83444591836897,-0.0516450149994099,0.170161260292826,-0.303506302847871,0.761504044890669,0.999981087338227
"FHL2",0,NA,NA,NA,NA,NA
"AC108058.1",0,NA,NA,NA,NA,NA
"AC018802.1",0,NA,NA,NA,NA,NA
"AC018802.2",0,NA,NA,NA,NA,NA
"NCK2",26.4957433972044,-0.153926153555339,0.0855426211584244,-1.79940889665128,0.0719540232977181,0.999981087338227
"AC010978.1",0.434039060069173,-0.340169138472322,0.813177119983308,-0.418321089111932,0.675712372601885,0.999981087338227
"AC009505.1",0.630096935093267,-0.0215436825511097,0.384936727573181,-0.0559668148241687,0.955368243641928,0.999981087338227
"ECRG4",0.0264657706799261,-0.371313570540621,1.49181407622219,-0.248900701809249,0.803437592413941,NA
"UXS1",6.25776116995783,0.0639302287028085,0.147835047438205,0.432442981624715,0.665419484746975,0.999981087338227
"AC018878.1",0,NA,NA,NA,NA,NA
"RGPD3",0.0410982888820802,-0.142817356646498,1.49316215795842,-0.0956475864897156,0.923800469870298,NA
"CD8B2",0.453461895334821,0.475356505301858,0.498364131430703,0.953833703756339,0.340167826034176,0.999981087338227
"AC108868.2",0,NA,NA,NA,NA,NA
"AC108868.1",0,NA,NA,NA,NA,NA
"ST6GAL2",0.013232885339963,-0.245311124044402,1.49348411249627,-0.164254257539024,0.869530989730175,NA
"ST6GAL2-IT1",0,NA,NA,NA,NA,NA
"AC016994.1",0,NA,NA,NA,NA,NA
"AC005040.2",0,NA,NA,NA,NA,NA
"LINC01789",0,NA,NA,NA,NA,NA
"AC096669.1",0,NA,NA,NA,NA,NA
"LINC01885",0,NA,NA,NA,NA,NA
"LINC01886",0,NA,NA,NA,NA,NA
"AC064869.1",0,NA,NA,NA,NA,NA
"GACAT1",0,NA,NA,NA,NA,NA
"RGPD4-AS1",0,NA,NA,NA,NA,NA
"RGPD4",0.0997617635978779,-0.170989356059199,1.23518527987587,-0.138432151714424,0.889898888233108,NA
"SLC5A7",0,NA,NA,NA,NA,NA
"LINC01593",0,NA,NA,NA,NA,NA
"LINC01594",0,NA,NA,NA,NA,NA
"SULT1C3",0,NA,NA,NA,NA,NA
"SULT1C2",0,NA,NA,NA,NA,NA
"SULT1C4",0.105055596819758,-0.476710824223558,1.4901151822231,-0.319915419902208,0.74903244829891,NA
"GCC2",24.9501617056184,-0.013664330979011,0.0933824380945015,-0.146326560516475,0.883663599259527,0.999981087338227
"GCC2-AS1",1.10710964544636,0.603094665529688,0.366591669284914,1.64514012745054,0.0999409170984737,0.999981087338227
"LIMS1",16.7011043139423,-0.0826884185453967,0.129469094850535,-0.638673025719816,0.523035664093104,0.999981087338227
"LIMS1-AS1",0,NA,NA,NA,NA,NA
"RANBP2",83.5152179113269,-0.257005150123006,0.111877692072954,-2.29719746055733,0.0216075079369799,0.999981087338227
"CCDC138",21.7183304351125,-0.363940152522928,0.170254937763301,-2.13761878101239,0.0325476961797821,0.999981087338227
"EDAR",0.464738047698418,-0.421334914590998,0.552824927003089,-0.762148908290172,0.445971135413482,0.999981087338227
"SH3RF3-AS1",0,NA,NA,NA,NA,NA
"SH3RF3",0.193488043470579,-0.253471162986669,0.769929146892454,-0.329213621811456,0.741994227584767,0.999981087338227
"SEPTIN10",0.0529315413598521,-0.535425436524277,1.49009574260601,-0.359322841623503,0.71935358865084,NA
"AC011753.2",0,NA,NA,NA,NA,NA
"SOWAHC",0.0379357732855707,-0.0921192334148848,1.49511643058734,-0.0616134178785639,0.950870691323346,NA
"AC074387.1",0,NA,NA,NA,NA,NA
"RGPD5",0.422602677329701,-0.256268667798896,0.590312068770378,-0.434124052948306,0.664198359788086,0.999981087338227
"LIMS3",0,NA,NA,NA,NA,NA
"LINC01123",0.013232885339963,-0.245311124044402,1.49348411249627,-0.164254257539024,0.869530989730175,NA
"MALL",0.0396986560198891,-0.463075417471059,1.4907909422374,-0.310623981103661,0.756086494155868,NA
"NPHP1",0.158653063094543,-0.0101395248980305,0.609499658614118,-0.0166358171899321,0.986727150521735,0.999981087338227
"MTLN",12.0829844119543,0.201242843872372,0.127064270089654,1.58378782430638,0.113242010974211,0.999981087338227
"LINC01106",0,NA,NA,NA,NA,NA
"LIMS4",0,NA,NA,NA,NA,NA
"AC112229.2",0,NA,NA,NA,NA,NA
"RGPD6",0,NA,NA,NA,NA,NA
"AC226101.1",0.0196225246167212,-0.0920818839399411,1.49511767281017,-0.0615883857267684,0.950890626231673,NA
"BUB1",0.762107467126209,0.0882371825864091,0.493687029155408,0.17873101251488,0.858148916797516,0.999981087338227
"AC114776.1",0,NA,NA,NA,NA,NA
"ACOXL",3.73084425914372,-1.08134923987576,0.411184750154924,-2.62983790003967,0.00854255902470249,0.812139099836832
"MIR4435-2HG",12.7577563208529,-0.105674621930824,0.0955792480112157,-1.10562307331005,0.268889698704975,0.999981087338227
"ACOXL-AS1",0,NA,NA,NA,NA,NA
"BCL2L11",12.0562975763553,-0.223327978589445,0.122521444151107,-1.82276645640915,0.0683387701517855,0.999981087338227
"AC108463.2",0,NA,NA,NA,NA,NA
"AC108463.3",0.0597998625888811,-0.30496362646311,1.37819818802564,-0.221277047896856,0.824876720171392,NA
"AC068491.2",0,NA,NA,NA,NA,NA
"AC068491.3",0.407581894374859,0.184840472234776,0.789378224931125,0.23415957825655,0.814861094568119,0.999981087338227
"AC017002.6",0.0138556783569686,-0.0775611651765587,1.49560920346746,-0.051859245715217,0.958640847761534,NA
"AC017002.5",0.379185362031221,-0.366524016997578,0.795724952826417,-0.460616467657177,0.645073794748359,0.999981087338227
"AC017002.3",0.0659367167799261,-0.150152821659255,1.49286241714911,-0.100580482122391,0.919883491132761,NA
"AC017002.1",0.0644015439654968,-0.3919165961887,1.49094577974983,-0.262864419022978,0.792655081620869,NA
"AC017002.2",0,NA,NA,NA,NA,NA
"ANAPC1",4.69196324751176,0.256558111678051,0.167852959585271,1.52846939554686,0.126396036496077,0.999981087338227
"MERTK",0.303039969623419,-0.53961122941569,0.548075348827358,-0.984556650048616,0.324841892021298,0.999981087338227
"AC093675.1",0,NA,NA,NA,NA,NA
"TMEM87B",6.92364894825018,0.0663478060118222,0.135540400933828,0.489505752932027,0.624483682627799,0.999981087338227
"AC093675.2",0,NA,NA,NA,NA,NA
